"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
128,"ILMN_1703108","UBE2L6","ubiquitin-conjugating enzyme E2L 6 (UBE2L6), transcript variant 1, mRNA.","Chr11: 57.091654",7.396,"N/A","N/A","N/A",0.528,146,7.165e-12,"--","0.26200000000000001"
129,"ILMN_1660199","ACAA2","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) (ACAA2), nuclear gene encoding mitochondrial protein, mRNA.","Chr18: 45.564119",8.539,"N/A","N/A","N/A",0.528,146,7.7e-12,"--","0.71"
130,"ILMN_1667846","GABARAPL1","GABA(A) receptor-associated protein like 1 (GABARAPL1), mRNA.","Chr12: 10.266882",16.345,"N/A","N/A","N/A",-0.527,146,8.44e-12,"0.34300000000000003","0.48799999999999999"
131,"ILMN_1753370","ABTB2","ankyrin repeat and BTB (POZ) domain containing 2 (ABTB2), mRNA.","Chr11: 34.129458",7.041,"N/A","N/A","N/A",0.527,146,8.458e-12,"0.27100000000000002","0.248"
132,"ILMN_1751378","RARS","arginyl-tRNA synthetase (RARS), mRNA.","Chr5: 167.878685",11.178,"N/A","N/A","N/A",-0.527,146,8.689e-12,"--","0.10299999999999999"
133,"ILMN_1755818","BGLAP","bone gamma-carboxyglutamate (gla) protein (osteocalcin) (BGLAP), mRNA.","Chr1: 154.479179",7.551,"N/A","N/A","N/A",0.526,146,8.824e-12,"--","--"
134,"ILMN_1776522","RAG1AP1","recombination activating gene 1 activating protein 1 (RAG1AP1), mRNA.","Chr1: 153.377450",7.608,"N/A","N/A","N/A",0.526,146,9.332e-12,"--","0.32500000000000001"
135,"ILMN_1712975","YIF1A","Yip1 interacting factor homolog A (S. cerevisiae) (YIF1A), mRNA.","Chr11: 65.808683",9.477,"N/A","N/A","N/A",0.526,146,9.457e-12,"--","0.49299999999999999"
136,"ILMN_1738307","PRDX4","peroxiredoxin 4 (PRDX4), mRNA.","ChrX: 23.603132",9.106,"N/A","N/A","N/A",0.525,146,9.809e-12,"0.47199999999999998","8.7999999999999995E-2"
137,"ILMN_1782897","GPIAP1","GPI-anchored membrane protein 1 (GPIAP1), transcript variant 2, mRNA.","Chr11: 34.077093",12.358,"N/A","N/A","N/A",-0.523,146,1.205e-11,"0.40600000000000003","--"
138,"ILMN_1665235","CRTAP","cartilage associated protein (CRTAP), mRNA.","ChrUn: 1.000000",7.671,"N/A","N/A","N/A",0.523,146,1.268e-11,"0.45600000000000002","0.25900000000000001"
139,"ILMN_1761010","PCCB","propionyl Coenzyme A carboxylase, beta polypeptide (PCCB), mRNA.","ChrUn: 1.000000",10.529,"N/A","N/A","N/A",0.523,146,1.269e-11,"--","0.78800000000000003"
140,"ILMN_1760954","DENR","density-regulated protein (DENR), mRNA.","Chr12: 121.821401",11.72,"N/A","N/A","N/A",-0.523,146,1.276e-11,"0.13400000000000001","0.42"
141,"ILMN_1747577","ALAD","aminolevulinate, delta-, dehydratase (ALAD), transcript variant 1, mRNA.","Chr9: 115.188705",10.456,"N/A","N/A","N/A",0.522,146,1.441e-11,"0.45700000000000002","0.64"
142,"ILMN_1738707","S100A13","S100 calcium binding protein A13 (S100A13), transcript variant 2, mRNA.","Chr1: 151.867240",8.676,"N/A","N/A","N/A",0.522,146,1.464e-11,"0.25600000000000001","0.41199999999999998"
143,"ILMN_1808584","FAM36A","family with sequence similarity 36, member A (FAM36A), mRNA.","Chr1: 243.074707",9.769,"N/A","N/A","N/A",0.521,146,1.489e-11,"--","--"
144,"ILMN_1681543","RHBDD1","rhomboid domain containing 1 (RHBDD1), mRNA.","Chr2: 227.569242",7.47,"N/A","N/A","N/A",0.521,146,1.503e-11,"0.27700000000000002","0.187"
145,"ILMN_1735360","SDAD1","SDA1 domain containing 1 (SDAD1), mRNA.","Chr4: 77.090146",11.794,"N/A","N/A","N/A",-0.521,146,1.551e-11,"--","-0.58699999999999997"
146,"ILMN_1717586","OPTN","optineurin (OPTN), transcript variant 1, mRNA.","Chr10: 13.220117",13.087,"N/A","N/A","N/A",-0.521,146,1.553e-11,"0.36599999999999999","7.0000000000000007E-2"
147,"ILMN_1810131","FAM123A","family with sequence similarity 123A (FAM123A), transcript variant 1, mRNA.","Chr13: 24.642667",7.056,"N/A","N/A","N/A",0.521,146,1.581e-11,"0.20100000000000001","--"
148,"ILMN_1722858","PPP2CA","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform (PPP2CA), mRNA.","Chr5: 133.560705",14.738,"N/A","N/A","N/A",-0.521,146,1.609e-11,"0.39600000000000002","0.36299999999999999"
149,"ILMN_1654893","SCAMP2","secretory carrier membrane protein 2 (SCAMP2), mRNA.","Chr15: 72.924531",7.416,"N/A","N/A","N/A",0.52,146,1.687e-11,"0.34599999999999997","7.9000000000000001E-2"
150,"ILMN_1663618","STAT3","signal transducer and activator of transcription 3 (acute-phase response factor) (STAT3), transcript variant 3, mRNA.","Chr17: 37.719380",8.03,"N/A","N/A","N/A",0.52,146,1.754e-11,"--","0.48499999999999999"
151,"ILMN_1770127","DNAJA2","DnaJ (Hsp40) homolog, subfamily A, member 2 (DNAJA2), mRNA.","Chr16: 45.547931",13.438,"N/A","N/A","N/A",-0.52,146,1.805e-11,"0.29199999999999998","0.193"
152,"ILMN_1728049","S100A16","S100 calcium binding protein A16 (S100A16), mRNA.","Chr1: 151.846339",8.402,"N/A","N/A","N/A",0.519,146,1.85e-11,"0.35699999999999998","8.5000000000000006E-2"
153,"ILMN_1792689","HIST1H2AC","histone cluster 1, H2ac (HIST1H2AC), mRNA.","Chr6: 26.232443",7.516,"N/A","N/A","N/A",0.519,146,2.008e-11,"--","-0.35699999999999998"
154,"ILMN_1685569","TTYH1","tweety homolog 1 (Drosophila) (TTYH1), transcript variant 1, mRNA.","Chr19: 59.639449",9.506,"N/A","N/A","N/A",0.518,146,2.043e-11,"--","-0.36699999999999999"
155,"ILMN_1756445","PMF1","polyamine-modulated factor 1 (PMF1), mRNA.","Chr1: 154.476089",7.283,"N/A","N/A","N/A",0.518,146,2.136e-11,"0.27100000000000002","8.4000000000000005E-2"
156,"ILMN_1656899","CIB1","calcium and integrin binding 1 (calmyrin) (CIB1), mRNA.","Chr15: 88.574653",9.893,"N/A","N/A","N/A",0.518,146,2.148e-11,"0.40500000000000003","5.8000000000000003E-2"
157,"ILMN_1793743","DIRC2","disrupted in renal carcinoma 2 (DIRC2), mRNA.","Chr3: 124.081121",8.892,"N/A","N/A","N/A",0.518,146,2.169e-11,"--","0.45400000000000001"
158,"ILMN_1781386","WIPI1","WD repeat domain, phosphoinositide interacting 1 (WIPI1), mRNA.","Chr17: 63.929323",7.744,"N/A","N/A","N/A",0.518,146,2.23e-11,"--","0.21199999999999999"
159,"ILMN_1811972","MYCBP2","MYC binding protein 2 (MYCBP2), mRNA.","ChrUn: 1.000000",12.138,"N/A","N/A","N/A",-0.517,146,2.266e-11,"0.38200000000000001","--"
160,"ILMN_1656837","RBP1","retinol binding protein 1, cellular (RBP1), mRNA.","Chr3: 140.719991",9.861,"N/A","N/A","N/A",0.517,146,2.276e-11,"0.40400000000000003","0.16900000000000001"
161,"ILMN_1661491","SH3GL2","SH3-domain GRB2-like 2 (SH3GL2), mRNA.","Chr9: 17.786995",15.139,"N/A","N/A","N/A",-0.517,146,2.378e-11,"0.33","-0.159"
162,"ILMN_1688702","PJA2","praja 2, RING-H2 motif containing (PJA2), mRNA.","Chr5: 108.698367",15.963,"N/A","N/A","N/A",-0.517,146,2.427e-11,"0.30099999999999999","1.6E-2"
163,"ILMN_1715635","ATP6V0E1","ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 (ATP6V0E1), mRNA.","Chr5: 172.379849",9.054,"N/A","N/A","N/A",0.517,146,2.482e-11,"0.223","--"
164,"ILMN_1688633","CLCN2","chloride channel 2 (CLCN2), mRNA.","Chr3: 185.552570",6.986,"N/A","N/A","N/A",0.516,146,2.518e-11,"0.39500000000000002","7.0000000000000001E-3"
165,"ILMN_2038774","EEF1A1","eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), mRNA.","Chr6: 74.284964",17.317,"N/A","N/A","N/A",0.516,146,2.528e-11,"0.44900000000000001","4.3999999999999997E-2"
166,"ILMN_1789614","TPT1","tumor protein, translationally-controlled 1 (TPT1), mRNA.","Chr13: 44.812852",17.317,"N/A","N/A","N/A",0.516,146,2.59e-11,"--","0.20599999999999999"
167,"ILMN_1809632","NEFM","neurofilament, medium polypeptide 150kDa (NEFM), mRNA.","Chr8: 24.832236",10.127,"N/A","N/A","N/A",-0.516,146,2.694e-11,"0.315","-0.26100000000000001"
168,"ILMN_1777721","MAPRE1","microtubule-associated protein, RP/EB family, member 1 (MAPRE1), mRNA.","Chr20: 30.901489",11.089,"N/A","N/A","N/A",0.516,146,2.771e-11,"0.32100000000000001","-0.183"
169,"ILMN_1668779","GPR17","G protein-coupled receptor 17 (GPR17), mRNA.","Chr2: 128.126301",7.366,"N/A","N/A","N/A",0.515,146,2.876e-11,"0.441","-9.0999999999999998E-2"
170,"ILMN_1765459","S100A13","S100 calcium binding protein A13 (S100A13), transcript variant 2, mRNA.","Chr1: 151.865424",11.27,"N/A","N/A","N/A",0.515,146,3.009e-11,"0.25600000000000001","0.41199999999999998"
171,"ILMN_1656082","LOC440926","H3 histone, family 3A pseudogene, transcript variant 3 (LOC440926), misc RNA.","ChrUn: 1.000000",15.343,"N/A","N/A","N/A",0.514,146,3.107e-11,"--","--"
172,"ILMN_1767006","PSMB8","proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7) (PSMB8), transcript variant 2, mRNA.","Chr6: 32.919625",6.936,"N/A","N/A","N/A",0.514,146,3.119e-11,"0.41199999999999998","0.26800000000000002"
173,"ILMN_1781952","MGST1","microsomal glutathione S-transferase 1 (MGST1), transcript variant 1b, mRNA.","Chr12: 16.391846",7.876,"N/A","N/A","N/A",0.514,146,3.139e-11,"0.46899999999999997","0.60099999999999998"
174,"ILMN_1809003","CBR1","carbonyl reductase 1 (CBR1), mRNA.","Chr21: 36.366911",8.237,"N/A","N/A","N/A",0.514,146,3.154e-11,"0.53800000000000003","0.41199999999999998"
175,"ILMN_1688842","WDFY2","WD repeat and FYVE domain containing 2 (WDFY2), mRNA.","ChrUn: 1.000000",7.084,"N/A","N/A","N/A",0.514,146,3.389e-11,"--","0.127"
176,"ILMN_1716843","ELOVL2","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 (ELOVL2), mRNA.","Chr6: 11.089280",7.384,"N/A","N/A","N/A",0.514,146,3.393e-11,"0.32800000000000001","3.7999999999999999E-2"
177,"ILMN_1758731","CYP2J2","cytochrome P450, family 2, subfamily J, polypeptide 2 (CYP2J2), mRNA.","Chr1: 60.131825",9.657,"N/A","N/A","N/A",0.513,146,3.585e-11,"0.434","--"
178,"ILMN_1768007","MGC35154","hypothetical protein MGC35154 (MGC35154), mRNA.","Chr2: 232.167163",6.725,"N/A","N/A","N/A",-0.512,146,3.988e-11,"--","--"
179,"ILMN_1712803","CCNB1","cyclin B1 (CCNB1), mRNA.","Chr5: 68.509546",6.998,"N/A","N/A","N/A",-0.512,146,4.153e-11,"0.31900000000000001","-0.33700000000000002"
180,"ILMN_1681984","GALNT10","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) (GALNT10), transcript variant 2, mRNA.","Chr5: 153.779768",7.164,"N/A","N/A","N/A",0.511,146,4.535e-11,"0.39600000000000002","-0.34"
181,"ILMN_1761531","SGPL1","sphingosine-1-phosphate lyase 1 (SGPL1), mRNA.","Chr10: 72.309382",7.494,"N/A","N/A","N/A",0.51,146,4.854e-11,"0.45100000000000001","0.24199999999999999"
182,"ILMN_1653496","GLUL","glutamate-ammonia ligase (glutamine synthetase) (GLUL), transcript variant 1, mRNA.","Chr1: 180.618492",7.587,"N/A","N/A","N/A",0.51,146,4.967e-11,"0.53600000000000003","0.56100000000000005"
183,"ILMN_1653783","MLC1","megalencephalic leukoencephalopathy with subcortical cysts 1 (MLC1), transcript variant 2, mRNA.","Chr22: 48.865770",7.254,"N/A","N/A","N/A",0.509,146,5.116e-11,"0.43099999999999999","-6.0000000000000001E-3"
184,"ILMN_1784783","NME5","non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase) (NME5), mRNA.","Chr5: 137.478823",9.738,"N/A","N/A","N/A",-0.509,146,5.223e-11,"0.35799999999999998","-0.39500000000000002"
185,"ILMN_1681249","KIF21A","kinesin family member 21A (KIF21A), mRNA.","Chr12: 37.973565",12.831,"N/A","N/A","N/A",-0.507,146,6.331e-11,"0.33100000000000002","-2.5999999999999999E-2"
186,"ILMN_1702822","NTRK2","neurotrophic tyrosine kinase, receptor, type 2 (NTRK2), transcript variant a, mRNA.","Chr9: 86.549727",7.275,"N/A","N/A","N/A",0.507,146,6.39e-11,"0.40600000000000003","9.7000000000000003E-2"
187,"ILMN_1807171","PLA2G5","phospholipase A2, group V (PLA2G5), mRNA.","ChrUn: 1.000000",7.19,"N/A","N/A","N/A",0.507,146,6.411e-11,"0.37","0.11600000000000001"
188,"ILMN_1791702","SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 2, mRNA.","Chr9: 2.183501",13.491,"N/A","N/A","N/A",-0.507,146,6.649e-11,"--","-3.5999999999999997E-2"
189,"ILMN_1692077","MXRA7","matrix-remodelling associated 7 (MXRA7), transcript variant 2, mRNA.","Chr17: 72.191552",8.423,"N/A","N/A","N/A",0.506,146,7.117e-11,"--","4.1000000000000002E-2"
190,"ILMN_1661683","THRA","thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) (THRA), transcript variant 1, mRNA.","Chr17: 35.499036",10.908,"N/A","N/A","N/A",0.506,146,7.125e-11,"--","0.125"
191,"ILMN_1716093","KRT10","keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris) (KRT10), mRNA.","Chr17: 36.228255",10.103,"N/A","N/A","N/A",0.506,146,7.371e-11,"0.36799999999999999","-7.4999999999999997E-2"
192,"ILMN_1712673","SASH1","SAM and SH3 domain containing 1 (SASH1), mRNA.","Chr6: 148.914326",11.06,"N/A","N/A","N/A",0.505,146,7.802e-11,"--","0.55800000000000005"
193,"ILMN_1689446","EIF3S4","eukaryotic translation initiation factor 3, subunit 4 delta, 44kDa (EIF3S4), mRNA.","Chr19: 10.087258",11.472,"N/A","N/A","N/A",0.505,146,7.837e-11,"--","--"
194,"ILMN_1664614","FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30 (FAU), mRNA.","Chr11: 64.645077",15.114,"N/A","N/A","N/A",0.505,146,7.854e-11,"0.40200000000000002","5.2999999999999999E-2"
195,"ILMN_1669498","CRB1","crumbs homolog 1 (Drosophila) (CRB1), mRNA.","Chr1: 195.713577",7.28,"N/A","N/A","N/A",0.505,146,7.887e-11,"0.39300000000000002","-0.26200000000000001"
196,"ILMN_1667948","SPATA18","spermatogenesis associated 18 homolog (rat) (SPATA18), mRNA.","Chr4: 52.657892",6.892,"N/A","N/A","N/A",-0.505,146,7.893e-11,"--","-0.56599999999999995"
197,"ILMN_1720665","C6ORF72","chromosome 6 open reading frame 72 (C6orf72), mRNA.","Chr6: 149.953670",10.321,"N/A","N/A","N/A",0.505,146,7.934e-11,"--","--"
198,"ILMN_1782543","EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.","Chr8: 144.733989",9.062,"N/A","N/A","N/A",0.505,146,8.025e-11,"0.32","-0.36699999999999999"
199,"ILMN_1705266","RELA","v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian) (RELA), mRNA.","Chr11: 65.178587",7.146,"N/A","N/A","N/A",0.505,146,8.359e-11,"0.29399999999999998","0.34599999999999997"
200,"ILMN_1672741","ITSN1","intersectin 1 (SH3 domain protein) (ITSN1), transcript variant 2, mRNA.","Chr21: 34.130634",6.914,"N/A","N/A","N/A",0.504,146,8.806e-11,"0.34699999999999998","-0.48599999999999999"
201,"ILMN_1771651","MON1B","MON1 homolog B (yeast) (MON1B), mRNA.","Chr16: 75.790671",7.762,"N/A","N/A","N/A",0.504,146,9.185e-11,"0.24299999999999999","-3.0000000000000001E-3"
202,"ILMN_1815107","MATR3","matrin 3 (MATR3), transcript variant 2, mRNA.","Chr5: 138.693821",15.273,"N/A","N/A","N/A",-0.503,146,9.551e-11,"--","-0.61399999999999999"
203,"ILMN_1736353","PSMC1","proteasome (prosome, macropain) 26S subunit, ATPase, 1 (PSMC1), mRNA.","Chr14: 89.808635",15.11,"N/A","N/A","N/A",-0.503,146,1.011e-10,"0.41499999999999998","0.48"
204,"ILMN_1704537","PHGDH","phosphoglycerate dehydrogenase (PHGDH), mRNA.","Chr1: 120.088264",13.204,"N/A","N/A","N/A",0.503,146,1.021e-10,"0.47499999999999998","-7.3999999999999996E-2"
205,"ILMN_1676616","PTPRZ1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1 (PTPRZ1), mRNA.","Chr7: 121.488416",10.513,"N/A","N/A","N/A",0.502,146,1.033e-10,"0.44900000000000001","-0.32200000000000001"
206,"ILMN_1789463","FXYD1","FXYD domain containing ion transport regulator 1 (phospholemman) (FXYD1), transcript variant b, mRNA.","Chr19: 40.321587",8.778,"N/A","N/A","N/A",0.502,146,1.078e-10,"0.39600000000000002","0.30399999999999999"
207,"ILMN_1666615","PREPL","prolyl endopeptidase-like (PREPL), mRNA.","Chr2: 44.399027",13.767,"N/A","N/A","N/A",-0.502,146,1.102e-10,"0.48799999999999999","-0.125"
208,"ILMN_1701854","GNG5","guanine nucleotide binding protein (G protein), gamma 5 (GNG5), mRNA.","Chr1: 84.744293",7.286,"N/A","N/A","N/A",0.502,146,1.11e-10,"--","-3.1E-2"
209,"ILMN_1763012","PFN1","profilin 1 (PFN1), mRNA.","Chr17: 4.790765",10.735,"N/A","N/A","N/A",0.501,146,1.207e-10,"0.51200000000000001","0.124"
210,"ILMN_1806432","NT5C","5', 3'-nucleotidase, cytosolic (NT5C), mRNA.","Chr17: 70.637956",9.71,"N/A","N/A","N/A",0.5,146,1.327e-10,"0.377","2.8000000000000001E-2"
211,"ILMN_1726496","SEL1L","sel-1 suppressor of lin-12-like (C. elegans) (SEL1L), mRNA.","Chr14: 81.007881",7.468,"N/A","N/A","N/A",-0.5,146,1.338e-10,"0.36499999999999999","0.114"
212,"ILMN_1806681","CHDH","choline dehydrogenase (CHDH), mRNA.","Chr3: 53.826983",7.116,"N/A","N/A","N/A",0.499,146,1.405e-10,"0.47299999999999998","0.35099999999999998"
213,"ILMN_1784264","TNFSF13","tumor necrosis factor (ligand) superfamily, member 13 (TNFSF13), transcript variant gamma, mRNA.","Chr17: 7.404833",6.76,"N/A","N/A","N/A",0.499,146,1.515e-10,"--","-0.03"
214,"ILMN_1697962","NSMCE1","non-SMC element 1 homolog (S. cerevisiae) (NSMCE1), mRNA.","Chr16: 27.144031",9.687,"N/A","N/A","N/A",0.498,146,1.523e-10,"--","-0.20599999999999999"
215,"ILMN_1656955","PCDHGC3","protocadherin gamma subfamily C, 3 (PCDHGC3), transcript variant 3, mRNA.","Chr5: 140.835814",6.844,"N/A","N/A","N/A",0.498,146,1.623e-10,"0.33400000000000002","0.20100000000000001"
216,"ILMN_1802519","VPS36","vacuolar protein sorting 36 homolog (S. cerevisiae) (VPS36), mRNA.","Chr13: 51.884871",10.817,"N/A","N/A","N/A",-0.498,146,1.623e-10,"--","-0.27500000000000002"
217,"ILMN_1768279","NME6","non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase) (NME6), mRNA.","Chr3: 48.311200",6.897,"N/A","N/A","N/A",0.498,146,1.629e-10,"0.23799999999999999","-0.20499999999999999"
218,"ILMN_1804854","CTNNA1","catenin (cadherin-associated protein), alpha 1, 102kDa (CTNNA1), mRNA.","Chr5: 138.298089",12.128,"N/A","N/A","N/A",0.497,146,1.699e-10,"0.311","0.503"
219,"ILMN_1752750","MCF2","MCF.2 cell line derived transforming sequence (MCF2), mRNA.","ChrX: 138.491772",8.492,"N/A","N/A","N/A",-0.497,146,1.712e-10,"0.36299999999999999","0.45900000000000002"
220,"ILMN_1697864","CXORF38","chromosome X open reading frame 38 (CXorf38), mRNA.","ChrX: 40.374349",7.216,"N/A","N/A","N/A",0.497,146,1.734e-10,"--","--"
221,"ILMN_1685653","RPS17","ribosomal protein S17 (RPS17), mRNA.","Chr15: 80.611577",12.187,"N/A","N/A","N/A",0.496,146,1.854e-10,"0.127","8.2000000000000003E-2"
222,"ILMN_1657204","SAE1","SUMO1 activating enzyme subunit 1 (SAE1), mRNA.","Chr19: 52.405148",14.266,"N/A","N/A","N/A",-0.496,146,1.856e-10,"0.25900000000000001","-0.23200000000000001"
223,"ILMN_1675268","LRP4","low density lipoprotein receptor-related protein 4 (LRP4), mRNA.","Chr11: 46.835364",9.572,"N/A","N/A","N/A",0.496,146,1.891e-10,"0.26600000000000001","0.23400000000000001"
224,"ILMN_1751851","CECR1","cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 2, mRNA.","Chr22: 16.040388",8.177,"N/A","N/A","N/A",0.496,146,1.923e-10,"--","--"
225,"ILMN_1789618","FER","fer (fps/fes related) tyrosine kinase (phosphoprotein NCP94) (FER), mRNA.","ChrUn: 1.000000",7.282,"N/A","N/A","N/A",0.496,146,1.952e-10,"0.36","--"
226,"ILMN_1691572","TST","thiosulfate sulfurtransferase (rhodanese) (TST), nuclear gene encoding mitochondrial protein, mRNA.","Chr22: 35.736933",10.92,"N/A","N/A","N/A",0.495,146,2.051e-10,"--","0.49199999999999999"
227,"ILMN_1708530","SLC24A4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 (SLC24A4), transcript variant 3, mRNA.","Chr14: 91.858681",6.56,"N/A","N/A","N/A",-0.495,146,2.084e-10,"--","-0.13400000000000001"
228,"ILMN_1775762","GNAI2","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (GNAI2), mRNA.","Chr3: 50.271511",11.304,"N/A","N/A","N/A",0.495,146,2.097e-10,"0.373","0.159"
229,"ILMN_1689342","NUBP1","nucleotide binding protein 1 (MinD homolog, E. coli) (NUBP1), mRNA.","ChrUn: 1.000000",7.449,"N/A","N/A","N/A",0.495,146,2.099e-10,"0.29599999999999999","0.152"
230,"ILMN_1814823","FTL","ferritin, light polypeptide","Chr19: 54.160658",17.569,"N/A","N/A","N/A",0.495,146,2.1e-10,"--","--"
231,"ILMN_1704236","MAX","MYC associated factor X (MAX), transcript variant 6, mRNA.","Chr14: 64.638791",7.211,"N/A","N/A","N/A",0.495,146,2.113e-10,"0.34100000000000003","-5.3999999999999999E-2"
232,"ILMN_1697787","HIP1","huntingtin interacting protein 1 (HIP1), mRNA.","Chr7: 75.001380",7.559,"N/A","N/A","N/A",0.495,146,2.114e-10,"0.42","3.5999999999999997E-2"
233,"ILMN_1672419","SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 1, mRNA.","Chr9: 2.160421",6.558,"N/A","N/A","N/A",-0.495,146,2.143e-10,"--","-3.5999999999999997E-2"
234,"ILMN_1768495","HSF2","heat shock transcription factor 2 (HSF2), mRNA.","Chr6: 122.795635",9.353,"N/A","N/A","N/A",-0.495,146,2.237e-10,"0.38800000000000001","-9.6000000000000002E-2"
235,"ILMN_1678548","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3 (AGPAT3), transcript variant 2, mRNA.","Chr21: 44.228239",8.955,"N/A","N/A","N/A",0.494,146,2.291e-10,"0.35399999999999998","0.33600000000000002"
236,"ILMN_1709348","ALDH1A1","aldehyde dehydrogenase 1 family, member A1 (ALDH1A1), mRNA.","Chr9: 74.710736",10.324,"N/A","N/A","N/A",0.494,146,2.294e-10,"0.47799999999999998","0.22900000000000001"
237,"ILMN_1786433","BCCIP","BRCA2 and CDKN1A interacting protein (BCCIP), transcript variant A, mRNA.","Chr10: 127.531686",7.543,"N/A","N/A","N/A",0.494,146,2.338e-10,"0.249","0.65700000000000003"
