"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"139","ILMN_1779076","HINT3","histidine triad nucleotide binding protein 3 (HINT3), mRNA.","Chr6: 126.337715","7.343","N/A","N/A","N/A","0.655","145","3.962e-19","--","0.426"
"140","ILMN_1681543","RHBDD1","rhomboid domain containing 1 (RHBDD1), mRNA.","Chr2: 227.569242","7.684","N/A","N/A","N/A","0.654","145","4.508e-19","0.277","0.187"
"141","ILMN_1790518","PHF16","PHD finger protein 16 (PHF16), transcript variant 2, mRNA.","ChrUn: 1.000000","8.641","N/A","N/A","N/A","0.654","145","4.538e-19","0.277","0.455"
"142","ILMN_1691476","MYLK","myosin, light chain kinase (MYLK), transcript variant 8, mRNA.","Chr3: 124.814653","9.616","N/A","N/A","N/A","0.654","145","5.058e-19","0.467","0.135"
"143","ILMN_1778358","ATP8A1","ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1 (ATP8A1), mRNA.","Chr4: 42.109601","7.083","N/A","N/A","N/A","0.653","145","5.189e-19","0.435","-0.017"
"144","ILMN_1695276","MAPRE2","microtubule-associated protein, RP/EB family, member 2 (MAPRE2), mRNA.","Chr18: 30.975468","12.397","N/A","N/A","N/A","0.653","145","5.242e-19","0.312","0.134"
"145","ILMN_1667430","DEGS1","degenerative spermatocyte homolog 1, lipid desaturase (Drosophila) (DEGS1), transcript variant 1, mRNA.","Chr1: 222.446889","9.198","N/A","N/A","N/A","0.653","145","5.474e-19","--","0.494"
"146","ILMN_1700546","ELOVL6","ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast) (ELOVL6), mRNA.","Chr4: 111.190720","7.822","N/A","N/A","N/A","0.653","145","5.562e-19","0.381","0.289"
"147","ILMN_1736704","DIXDC1","DIX domain containing 1 (DIXDC1), transcript variant 2, mRNA.","ChrUn: 1.000000","8.894","N/A","N/A","N/A","0.653","145","5.694e-19","0.260","-0.253"
"148","ILMN_1744034","GPR27","G protein-coupled receptor 27 (GPR27), mRNA.","Chr3: 71.886733","7.217","N/A","N/A","N/A","0.653","145","5.811e-19","0.296","0.069"
"149","ILMN_1727080","MYO6","myosin VI (MYO6), mRNA.","Chr6: 76.681376","7.710","N/A","N/A","N/A","0.652","145","6.462e-19","0.368","0.285"
"150","ILMN_1719256","CKS1B","CDC28 protein kinase regulatory subunit 1B (CKS1B), mRNA.","Chr1: 153.217209","8.743","N/A","N/A","N/A","0.652","145","6.573e-19","0.228","0.192"
"151","ILMN_1716816","TMEM87A","transmembrane protein 87A (TMEM87A), mRNA.","Chr15: 40.290188","13.645","N/A","N/A","N/A","0.651","145","7.215e-19","--","-0.012"
"152","ILMN_1769751","PIGG","phosphatidylinositol glycan anchor biosynthesis, class G (PIGG), mRNA.","Chr4: 0.517656","7.748","N/A","N/A","N/A","0.651","145","7.841e-19","--","--"
"153","ILMN_1746588","TALDO1","transaldolase 1 (TALDO1), mRNA.","Chr11: 0.754363","14.367","N/A","N/A","N/A","0.651","145","8.143e-19","--","0.474"
"154","ILMN_1804382","TMEM116","transmembrane protein 116 (TMEM116), mRNA.","Chr12: 110.853899","7.700","N/A","N/A","N/A","0.650","145","8.641e-19","--","-0.034"
"155","ILMN_1674034","H2AFY","H2A histone family, member Y (H2AFY), transcript variant 1, mRNA.","Chr5: 134.714419","8.980","N/A","N/A","N/A","0.650","145","9.166e-19","0.450","-0.162"
"156","ILMN_1794825","ALDH3A2","aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 1, mRNA.","Chr17: 19.520958","10.096","N/A","N/A","N/A","0.649","145","1.055e-18","0.510","0.515"
"157","ILMN_1772692","DICER1","Dicer1, Dcr-1 homolog (Drosophila) (DICER1), transcript variant 1, mRNA.","Chr14: 94.623147","10.035","N/A","N/A","N/A","0.649","145","1.124e-18","0.345","0.256"
"158","ILMN_1707649","MPDZ","multiple PDZ domain protein (MPDZ), mRNA.","Chr9: 13.096887","10.292","N/A","N/A","N/A","0.648","145","1.210e-18","0.401","0.272"
"159","ILMN_1814213","PQLC3","PQ loop repeat containing 3 (PQLC3), mRNA.","Chr2: 11.235970","8.244","N/A","N/A","N/A","0.647","145","1.438e-18","--","-0.040"
"160","ILMN_1753502","IGSF11","immunoglobulin superfamily, member 11 (IGSF11), transcript variant 1, mRNA.","Chr3: 120.102495","10.099","N/A","N/A","N/A","0.647","145","1.576e-18","0.279","0.185"
"161","ILMN_1733248","NRBP2","nuclear receptor binding protein 2 (NRBP2), mRNA.","Chr8: 144.988174","13.347","N/A","N/A","N/A","0.646","145","1.648e-18","--","0.304"
"162","ILMN_1758673","SLC44A1","solute carrier family 44, member 1 (SLC44A1), mRNA.","ChrUn: 1.000000","14.296","N/A","N/A","N/A","0.646","145","1.719e-18","--","0.402"
"163","ILMN_1780255","KLK6","kallikrein 6 (neurosin, zyme) (KLK6), transcript variant A, mRNA.","Chr19: 56.153850","14.805","N/A","N/A","N/A","0.645","145","2.005e-18","0.402","-0.032"
"164","ILMN_1678548","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3 (AGPAT3), transcript variant 2, mRNA.","Chr21: 44.228239","8.788","N/A","N/A","N/A","0.645","145","2.092e-18","0.354","0.336"
"165","ILMN_1741003","ANXA5","annexin A5 (ANXA5), mRNA.","Chr4: 122.808996","12.971","N/A","N/A","N/A","0.644","145","2.200e-18","0.461","0.392"
"166","ILMN_1795839","SCCPDH","saccharopine dehydrogenase (putative) (SCCPDH), mRNA.","Chr1: 244.997502","10.915","N/A","N/A","N/A","0.644","145","2.262e-18","--","-0.269"
"167","ILMN_1796801","ABCA8","ATP-binding cassette, sub-family A (ABC1), member 8 (ABCA8), mRNA.","Chr17: 64.375585","10.224","N/A","N/A","N/A","0.643","145","2.886e-18","--","--"
"168","ILMN_1697268","EMILIN2","elastin microfibril interfacer 2 (EMILIN2), mRNA.","Chr18: 2.903925","9.108","N/A","N/A","N/A","0.643","145","2.970e-18","0.377","0.028"
"169","ILMN_1721225","C20ORF4","chromosome 20 open reading frame 4 (C20orf4), mRNA.","Chr20: 34.307957","8.350","N/A","N/A","N/A","0.642","145","3.246e-18","--","--"
"170","ILMN_1667711","HRASLS3","HRAS-like suppressor 3 (HRASLS3), mRNA.","Chr11: 63.099025","14.896","N/A","N/A","N/A","0.641","145","3.719e-18","0.342","--"
"171","ILMN_1660880","RNH1","ribonuclease/angiogenin inhibitor 1 (RNH1), transcript variant 8, mRNA.","Chr11: 0.484731","8.689","N/A","N/A","N/A","0.641","145","3.751e-18","0.433","--"
"172","ILMN_1703955","FBXO32","F-box protein 32 (FBXO32), transcript variant 1, mRNA.","Chr8: 124.584719","11.111","N/A","N/A","N/A","0.641","145","4.082e-18","0.369","-0.010"
"173","ILMN_1669584","ILF3","interleukin enhancer binding factor 3, 90kDa (ILF3), transcript variant 2, mRNA.","Chr19: 10.656226","7.649","N/A","N/A","N/A","0.640","145","4.331e-18","0.370","-0.672"
"174","ILMN_1724898","NFE2L3","nuclear factor (erythroid-derived 2)-like 3 (NFE2L3), mRNA.","Chr7: 26.191797","7.096","N/A","N/A","N/A","0.640","145","4.571e-18","0.443","-0.205"
"175","ILMN_1707339","BTG3","BTG family, member 3 (BTG3), mRNA.","Chr21: 17.888312","8.468","N/A","N/A","N/A","0.640","145","4.639e-18","0.402","0.090"
"176","ILMN_1748438","POLR2G","polymerase (RNA) II (DNA directed) polypeptide G (POLR2G), mRNA.","Chr11: 62.289709","11.086","N/A","N/A","N/A","0.639","145","4.976e-18","0.356","-0.147"
"177","ILMN_1736847","MED8","mediator of RNA polymerase II transcription, subunit 8 homolog (S. cerevisiae) (MED8), transcript variant 4, mRNA.","Chr1: 43.623347","7.645","N/A","N/A","N/A","0.638","145","6.428e-18","--","0.017"
"178","ILMN_1692077","MXRA7","matrix-remodelling associated 7 (MXRA7), transcript variant 2, mRNA.","Chr17: 72.191552","8.276","N/A","N/A","N/A","0.638","145","6.449e-18","--","0.041"
"179","ILMN_1748803","ZDHHC9","zinc finger, DHHC-type containing 9 (ZDHHC9), transcript variant 1, mRNA.","ChrX: 128.805384","7.123","N/A","N/A","N/A","0.637","145","7.138e-18","--","0.441"
"180","ILMN_1712634","TIA1","TIA1 cytotoxic granule-associated RNA binding protein (TIA1), transcript variant 1, mRNA.","Chr2: 70.293360","8.074","N/A","N/A","N/A","0.637","145","7.261e-18","--","-0.299"
"181","ILMN_1804854","CTNNA1","catenin (cadherin-associated protein), alpha 1, 102kDa (CTNNA1), mRNA.","Chr5: 138.298089","13.504","N/A","N/A","N/A","0.636","145","8.053e-18","0.311","0.503"
"182","ILMN_1683263","TSPAN8","tetraspanin 8 (TSPAN8), mRNA.","Chr12: 69.805389","9.567","N/A","N/A","N/A","0.636","145","8.276e-18","--","-0.070"
"183","ILMN_1762666","DHRS4","dehydrogenase/reductase (SDR family) member 4 (DHRS4), mRNA.","Chr14: 23.505030","7.365","N/A","N/A","N/A","0.636","145","8.500e-18","0.418","0.635"
"184","ILMN_1673282","LAMP2","lysosomal-associated membrane protein 2 (LAMP2), transcript variant LAMP2A, mRNA.","ChrX: 119.449280","10.751","N/A","N/A","N/A","0.635","145","9.205e-18","0.406","0.699"
"185","ILMN_1654194","FLJ11506","hypothetical protein FLJ11506 (FLJ11506), mRNA.","Chr15: 65.280588","9.519","N/A","N/A","N/A","-0.635","145","9.968e-18","--","--"
"186","ILMN_1669109","CLCC1","chloride channel CLIC-like 1 (CLCC1), transcript variant 1, mRNA.","ChrUn: 1.000000","7.750","N/A","N/A","N/A","0.634","145","1.180e-17","--","0.123"
"187","ILMN_1657888","SALL1","sal-like 1 (Drosophila) (SALL1), mRNA.","ChrUn: 1.000000","7.062","N/A","N/A","N/A","0.633","145","1.380e-17","0.408","0.256"
"188","ILMN_1676383","ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6 (ENPP6), mRNA.","Chr4: 185.247162","8.706","N/A","N/A","N/A","0.633","145","1.418e-17","0.387","0.394"
"189","ILMN_1798458","KIAA1026","kazrin (KIAA1026), transcript variant B, mRNA.","Chr1: 15.265043","9.130","N/A","N/A","N/A","0.633","145","1.419e-17","0.186","--"
"190","ILMN_1780799","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin) (ENPP2), transcript variant 1, mRNA.","Chr8: 120.638967","14.615","N/A","N/A","N/A","0.633","145","1.421e-17","0.498","0.364"
"191","ILMN_1733221","C9ORF164","chromosome 9 open reading frame 164 (C9orf164), mRNA.","Chr9: 91.166609","12.052","N/A","N/A","N/A","0.632","145","1.487e-17","--","--"
"192","ILMN_1810712","ARHGEF12","Rho guanine nucleotide exchange factor (GEF) 12 (ARHGEF12), mRNA.","Chr11: 119.865780","8.190","N/A","N/A","N/A","-0.631","145","1.716e-17","0.332","0.343"
"193","ILMN_1669268","RKHD1","ring finger and KH domain containing 1 (RKHD1), mRNA.","Chr19: 1.506114","7.370","N/A","N/A","N/A","0.631","145","1.765e-17","0.208","--"
"194","ILMN_1669940","TMEM38B","transmembrane protein 38B (TMEM38B), mRNA.","Chr9: 107.576093","7.853","N/A","N/A","N/A","0.631","145","1.804e-17","--","0.469"
"195","ILMN_1759920","CTTNBP2","cortactin binding protein 2 (CTTNBP2), mRNA.","Chr7: 117.151854","7.310","N/A","N/A","N/A","0.631","145","1.876e-17","0.346","-0.068"
"196","ILMN_1688842","WDFY2","WD repeat and FYVE domain containing 2 (WDFY2), mRNA.","ChrUn: 1.000000","7.299","N/A","N/A","N/A","0.631","145","1.897e-17","--","0.127"
"197","ILMN_1726222","FLOT2","flotillin 2 (FLOT2), mRNA.","Chr17: 24.230499","13.788","N/A","N/A","N/A","-0.630","145","2.039e-17","0.366","0.348"
"198","ILMN_1679188","ATP5S","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B) (ATP5S), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.","Chr14: 49.858006","8.114","N/A","N/A","N/A","0.630","145","2.055e-17","0.240","-0.001"
"199","ILMN_1728742","C5ORF4","chromosome 5 open reading frame 4 (C5orf4), transcript variant 2, mRNA.","Chr5: 154.178616","10.019","N/A","N/A","N/A","0.630","145","2.214e-17","--","--"
"200","ILMN_1713422","ST18","suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) (ST18), mRNA.","Chr8: 53.186838","8.722","N/A","N/A","N/A","0.629","145","2.286e-17","--","-0.175"
"201","ILMN_1712673","SASH1","SAM and SH3 domain containing 1 (SASH1), mRNA.","Chr6: 148.914326","12.053","N/A","N/A","N/A","0.629","145","2.584e-17","--","0.558"
"202","ILMN_1771689","EXDL2","exonuclease 3'-5' domain-like 2 (EXDL2), mRNA.","Chr14: 68.778515","9.017","N/A","N/A","N/A","0.628","145","2.627e-17","--","-0.422"
"203","ILMN_1715635","ATP6V0E1","ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 (ATP6V0E1), mRNA.","Chr5: 172.379849","9.325","N/A","N/A","N/A","0.628","145","2.699e-17","0.223","--"
"204","ILMN_1671607","DSCAML1","Down syndrome cell adhesion molecule like 1 (DSCAML1), mRNA.","Chr11: 116.803832","8.062","N/A","N/A","N/A","0.628","145","2.734e-17","0.288","-0.544"
"205","ILMN_1747460","C22ORF5","chromosome 22 open reading frame 5 (C22orf5), mRNA.","Chr22: 36.945607","10.457","N/A","N/A","N/A","0.628","145","2.736e-17","--","--"
"206","ILMN_1742089","NLN","neurolysin (metallopeptidase M3 family) (NLN), mRNA.","Chr5: 65.154975","7.124","N/A","N/A","N/A","0.627","145","3.226e-17","0.526","0.613"
"207","ILMN_1782922","PDE4B","phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila) (PDE4B), transcript variant b, mRNA.","Chr1: 66.611705","7.844","N/A","N/A","N/A","0.627","145","3.289e-17","0.664","0.087"
"208","ILMN_1714397","CRYL1","crystallin, lambda 1 (CRYL1), mRNA.","ChrUn: 1.000000","10.128","N/A","N/A","N/A","0.627","145","3.363e-17","0.343","0.418"
"209","ILMN_1726108","LASS2","LAG1 homolog, ceramide synthase 2 (S. cerevisiae) (LASS2), transcript variant 1, mRNA.","ChrUn: 1.000000","10.202","N/A","N/A","N/A","0.627","145","3.416e-17","0.479","0.668"
"210","ILMN_1743806","MIF4GD","MIF4G domain containing (MIF4GD), mRNA.","Chr17: 70.774050","7.786","N/A","N/A","N/A","0.626","145","3.641e-17","--","-0.133"
"211","ILMN_1773342","MYO1E","myosin IE (MYO1E), mRNA.","Chr15: 57.216279","7.258","N/A","N/A","N/A","0.626","145","3.685e-17","0.308","0.292"
"212","ILMN_1788363","MLH1","mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) (MLH1), mRNA.","Chr3: 37.065502","9.150","N/A","N/A","N/A","0.625","145","4.155e-17","0.318","-0.008"
"213","ILMN_1783931","PPAP2A","phosphatidic acid phosphatase type 2A (PPAP2A), transcript variant 2, mRNA.","Chr5: 54.756746","10.864","N/A","N/A","N/A","0.625","145","4.373e-17","0.438","-0.046"
"214","ILMN_1798123","ELOVL1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 (ELOVL1), mRNA.","Chr1: 43.601916","9.556","N/A","N/A","N/A","0.625","145","4.440e-17","0.394","0.411"
"215","ILMN_1657483","SEC23B","Sec23 homolog B (S. cerevisiae) (SEC23B), transcript variant 1, mRNA.","Chr20: 18.489364","8.953","N/A","N/A","N/A","0.625","145","4.618e-17","--","-0.067"
"216","ILMN_1753716","EIF2B1","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa (EIF2B1), mRNA.","Chr12: 122.671912","8.970","N/A","N/A","N/A","0.624","145","4.869e-17","0.459","0.028"
"217","ILMN_1670696","TTYH2","tweety homolog 2 (Drosophila) (TTYH2), transcript variant 1, mRNA.","Chr17: 69.751114","7.100","N/A","N/A","N/A","0.623","145","5.519e-17","--","0.594"
"218","ILMN_1676980","MTSS1","metastasis suppressor 1 (MTSS1), mRNA.","Chr8: 125.632968","8.405","N/A","N/A","N/A","0.623","145","5.936e-17","0.346","0.457"
"219","ILMN_1687074","CDC14B","CDC14 cell division cycle 14 homolog B (S. cerevisiae) (CDC14B), transcript variant 3, mRNA.","ChrUn: 1.000000","8.087","N/A","N/A","N/A","0.623","145","6.235e-17","0.271","0.357"
"220","ILMN_1723607","GPHN","gephyrin (GPHN), transcript variant 1, mRNA.","Chr14: 66.460685","6.957","N/A","N/A","N/A","0.623","145","6.313e-17","0.355","0.489"
"221","ILMN_1772706","C10ORF32","chromosome 10 open reading frame 32 (C10orf32), mRNA.","Chr10: 104.604121","8.896","N/A","N/A","N/A","0.622","145","6.575e-17","--","--"
"222","ILMN_1713934","LITAF","lipopolysaccharide-induced TNF factor (LITAF), mRNA.","Chr16: 11.549762","12.756","N/A","N/A","N/A","0.622","145","7.121e-17","0.444","0.455"
"223","ILMN_1704985","CYP27A1","cytochrome P450, family 27, subfamily A, polypeptide 1 (cerebrotendinous xanthomatosis)","Chr2: 219.387910","11.080","N/A","N/A","N/A","0.622","145","7.252e-17","0.492","0.702"
"224","ILMN_1722642","REEP3","receptor accessory protein 3 (REEP3), mRNA.","Chr10: 65.051606","7.042","N/A","N/A","N/A","0.622","145","7.274e-17","0.249","0.578"
"225","ILMN_1688886","GPC5","glypican 5 (GPC5), mRNA.","Chr13: 92.317385","9.569","N/A","N/A","N/A","-0.621","145","8.117e-17","0.258","-0.116"
"226","ILMN_1751378","RARS","arginyl-tRNA synthetase (RARS), mRNA.","Chr5: 167.878685","10.574","N/A","N/A","N/A","-0.621","145","8.189e-17","--","0.103"
"227","ILMN_1661409","C3ORF63","chromosome 3 open reading frame 63 (C3orf63), mRNA.","Chr3: 56.630278","7.369","N/A","N/A","N/A","0.620","145","9.250e-17","--","--"
"228","ILMN_1674620","SGCE","sarcoglycan, epsilon (SGCE), mRNA.","Chr7: 94.066091","10.806","N/A","N/A","N/A","0.620","145","9.680e-17","0.506","0.238"
"229","ILMN_1745962","FBXO7","F-box protein 7 (FBXO7), transcript variant 2, mRNA.","Chr22: 31.224431","11.134","N/A","N/A","N/A","0.619","145","1.014e-16","0.150","-0.017"
"230","ILMN_1756673","C5ORF37","chromosome 5 open reading frame 37 (C5orf37), mRNA.","Chr5: 75.016818","7.531","N/A","N/A","N/A","0.618","145","1.167e-16","--","--"
"231","ILMN_1696420","BRD7","bromodomain containing 7 (BRD7), mRNA.","Chr16: 48.912118","8.702","N/A","N/A","N/A","0.618","145","1.197e-16","0.250","-0.083"
"232","ILMN_1805535","VRK3","vaccinia related kinase 3 (VRK3), transcript variant 1, mRNA.","Chr19: 55.204352","7.126","N/A","N/A","N/A","0.618","145","1.213e-16","--","-0.110"
"233","ILMN_1738750","TFCP2","transcription factor CP2 (TFCP2), mRNA.","Chr12: 49.775157","8.292","N/A","N/A","N/A","0.618","145","1.248e-16","--","--"
"234","ILMN_1673445","BRMS1","breast cancer metastasis suppressor 1 (BRMS1), transcript variant 3, mRNA.","Chr11: 65.865079","7.355","N/A","N/A","N/A","0.618","145","1.306e-16","0.350","-0.448"
"235","ILMN_1688095","HMGCL","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria) (HMGCL), mRNA.","Chr1: 24.001084","9.258","N/A","N/A","N/A","0.615","145","1.764e-16","0.452","0.782"
"236","ILMN_1768094","GLTP","glycolipid transfer protein (GLTP), mRNA.","Chr12: 108.773342","14.963","N/A","N/A","N/A","0.615","145","1.789e-16","--","-0.075"
"237","ILMN_1790680","PDE6D","phosphodiesterase 6D, cGMP-specific, rod, delta (PDE6D), mRNA.","Chr2: 232.305624","9.099","N/A","N/A","N/A","0.615","145","1.868e-16","0.263","-0.566"
"238","ILMN_1690206","WDR57","WD repeat domain 57 (U5 snRNP specific) (WDR57), mRNA.","ChrUn: 1.000000","9.129","N/A","N/A","N/A","0.615","145","1.873e-16","--","0.262"
"239","ILMN_1689704","TMEM5","transmembrane protein 5 (TMEM5), mRNA.","Chr12: 62.488834","9.146","N/A","N/A","N/A","0.614","145","2.067e-16","--","0.442"
"240","ILMN_1660519","LOC285382","hypothetical gene supported by AK091454 (LOC285382), mRNA.","Chr3: 186.279006","9.628","N/A","N/A","N/A","0.614","145","2.069e-16","--","--"
"241","ILMN_1776105","PSPH","phosphoserine phosphatase (PSPH), mRNA.","Chr7: 56.047042","7.357","N/A","N/A","N/A","0.614","145","2.262e-16","0.301","0.200"
"242","ILMN_1669201","ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2 (ABCF2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr7: 150.540751","7.794","N/A","N/A","N/A","-0.614","145","2.313e-16","0.273","-0.552"
"243","ILMN_1663648","MTUS1","mitochondrial tumor suppressor 1 (MTUS1), nuclear gene encoding mitochondrial protein, transcript variant 5, mRNA.","Chr8: 17.599076","9.469","N/A","N/A","N/A","0.614","145","2.324e-16","0.486","0.575"
"244","ILMN_1706958","PCNA","proliferating cell nuclear antigen (PCNA), transcript variant 2, mRNA.","Chr20: 5.048584","7.013","N/A","N/A","N/A","0.614","145","2.330e-16","0.308","-0.346"
"245","ILMN_1776464","PARP4","poly (ADP-ribose) polymerase family, member 4 (PARP4), mRNA.","ChrUn: 1.000000","9.514","N/A","N/A","N/A","0.613","145","2.334e-16","0.377","0.200"
"246","ILMN_1740604","RAB11FIP5","RAB11 family interacting protein 5 (class I) (RAB11FIP5), mRNA.","Chr2: 73.154118","10.797","N/A","N/A","N/A","-0.613","145","2.343e-16","--","-0.224"
"247","ILMN_1697962","NSMCE1","non-SMC element 1 homolog (S. cerevisiae) (NSMCE1), mRNA.","Chr16: 27.144031","9.769","N/A","N/A","N/A","0.613","145","2.447e-16","--","-0.206"
"248","ILMN_1716053","AK2","adenylate kinase 2 (AK2), transcript variant AK2A, mRNA.","Chr1: 33.251407","10.505","N/A","N/A","N/A","0.613","145","2.461e-16","0.403","0.402"
"249","ILMN_1726204","SCRG1","scrapie responsive protein 1 (SCRG1), mRNA.","Chr4: 174.549060","14.094","N/A","N/A","N/A","0.613","145","2.639e-16","0.248","-0.190"
"250","ILMN_1763007","HIAT1","hippocampus abundant transcript 1 (HIAT1), mRNA.","Chr1: 100.320278","8.144","N/A","N/A","N/A","0.612","145","3.050e-16","0.312","0.313"
